curve,cutoff,horizon,arm,actual,pred,mape,difficulty
run_8,6,1,A_domhan,1.1973745822906494,1.1859246834039578,0.9562503711066944,Easy
run_8,6,2,A_domhan,1.1713892221450806,1.162697320370717,0.7420165398522942,Easy
run_8,6,3,A_domhan,1.1621534824371338,1.144210122217979,1.54397508507448,Easy
run_8,6,1,B_lcpfn,1.1973745822906494,1.1844345331192017,1.0807018424169872,Easy
run_8,6,2,B_lcpfn,1.1713892221450806,1.1644933223724365,0.5886941455732433,Easy
run_8,6,3,B_lcpfn,1.1621534824371338,1.1472917795181274,1.2788072439313354,Easy
run_8,7,1,A_domhan,1.1713892221450806,1.1734755408455086,0.178106359610135,Easy
run_8,7,2,A_domhan,1.1621534824371338,1.158402338106831,0.32277529491512724,Easy
run_8,7,3,A_domhan,1.1633541584014893,1.146512542280684,1.447677476302352,Easy
run_8,7,1,B_lcpfn,1.1713892221450806,1.168677568435669,0.23149040969029622,Easy
run_8,7,2,B_lcpfn,1.1621534824371338,1.1550060510635376,0.6150161301076538,Easy
run_8,7,3,B_lcpfn,1.1633541584014893,1.1431636810302734,1.7355400524771076,Easy
run_9,3,1,A_domhan,1.413832426071167,1.4694965612824498,3.9371098147724086,Hard
run_9,3,2,A_domhan,1.3274368047714233,1.418427095169094,6.85458547409635,Hard
run_9,3,3,A_domhan,1.274893879890442,1.385617829438046,8.684954198471726,Hard
run_9,3,1,B_lcpfn,1.413832426071167,1.5024813413619995,6.270114736098878,Hard
run_9,3,2,B_lcpfn,1.3274368047714233,1.4844129085540771,11.825504854047207,Hard
run_9,3,3,B_lcpfn,1.274893879890442,1.4524410963058472,13.926430992880977,Hard
run_9,4,1,A_domhan,1.3274368047714233,1.320262413513404,0.5404695147995928,Hard
run_9,4,2,A_domhan,1.274893879890442,1.2391244009772957,2.805682847596699,Hard
run_9,4,3,A_domhan,1.226668119430542,1.1735138614884915,4.333222417708745,Hard
run_9,4,1,B_lcpfn,1.3274368047714233,1.339367151260376,0.8987506181890874,Hard
run_9,4,2,B_lcpfn,1.274893879890442,1.3035515546798706,2.2478478594541067,Hard
run_9,4,3,B_lcpfn,1.226668119430542,1.259096384048462,2.6436053977643232,Hard
run_9,5,1,A_domhan,1.274893879890442,1.2475767461252867,2.1426986352387787,Hard
run_9,5,2,A_domhan,1.226668119430542,1.1848660327290195,3.407774771299051,Hard
run_9,5,3,A_domhan,1.1920514106750488,1.132940608665302,4.958746030615649,Hard
run_9,5,1,B_lcpfn,1.274893879890442,1.2490640878677368,2.0260346708170536,Hard
run_9,5,2,B_lcpfn,1.226668119430542,1.2058324813842773,1.6985554377933298,Hard
run_9,5,3,B_lcpfn,1.1920514106750488,1.1675488948822021,2.0554915311052824,Hard
run_9,6,1,A_domhan,1.226668119430542,1.2126065216421842,1.1463245490463747,Hard
run_9,6,2,A_domhan,1.1920514106750488,1.169267869664417,1.9112884567394386,Hard
run_9,6,3,A_domhan,1.1826715469360352,1.133478754725116,4.15946357535731,Hard
run_9,6,1,B_lcpfn,1.226668119430542,1.2089017629623413,1.448342562000257,Hard
run_9,6,2,B_lcpfn,1.1920514106750488,1.1763979196548462,1.3131556978182841,Hard
run_9,6,3,B_lcpfn,1.1826715469360352,1.1487700939178467,2.8665146384909215,Hard
run_9,7,1,A_domhan,1.1920514106750488,1.1928033528475654,0.06307967641184191,Hard
run_9,7,2,A_domhan,1.1826715469360352,1.1664502836673432,1.3715780438547513,Hard
run_9,7,3,A_domhan,1.1787790060043335,1.1455258075327672,2.820986656717232,Hard
run_9,7,1,B_lcpfn,1.1920514106750488,1.1773661375045776,1.23193287126392,Hard
run_9,7,2,B_lcpfn,1.1826715469360352,1.1551183462142944,2.329742420296084,Hard
run_9,7,3,B_lcpfn,1.1787790060043335,1.1363927125930786,3.595779462931753,Hard
